,Twitter_ID,label1,label2,label3
198,1242434009189289985,0,0,0
199,1339616345353154560,0,0,0
200,1383086797735927810,0,0,0
201,1305418179141918720,0,0,0
202,1398266366889705482,0,0,0
203,1324367141425041408,0,0,0
204,1321489046040883202,0,0,0
205,1240776914693951496,0,0,0
206,1244967052730863616,0,1,1
207,1250555076156043264,0,0,0
208,1354905709469704194,0,0,0
209,1443159981717606413,0,0,0
210,1275784382717014016,0,0,0
211,1403670434055221256,0,0,0
212,1302710412715196424,0,0,0
213,1243294673550086145,0,0,0
214,1443229184839593990,0,0,0
215,1396853304815140866,0,0,0
216,1354187217820901377,0,0,0
217,1380154536220884994,0,1,1
218,1219691153798332419,0,0,0
219,1257773223980261380,0,0,0
220,1319024409936625670,0,0,0
221,1458100018104127494,0,0,0
222,1251133559877668871,1,1,1
223,1241440194500444165,0,0,0
224,1482068504283168770,0,0,0
225,1250568457059368960,0,0,0
226,1233423150400053248,0,0,0
227,1282838521745563650,1,0,1
228,1449774648984489985,0,0,0
229,1240583208669974531,0,0,0
230,1275051857371713538,1,1,0
231,1444923701611450370,0,0,0
232,1259449967929962497,0,0,0
233,1364545607227092993,0,1,0
234,1333442936101539840,0,1,0
235,1297966713208811521,0,0,0
236,1238597780983209985,0,1,1
237,1258764131009691649,0,0,0
238,1309206071161085954,0,1,1
239,1478315285295816704,0,0,0
240,1242517937283452929,0,0,0
241,1461356915594723337,0,0,0
242,1278344450171908097,0,0,0
243,1217818399687966721,0,0,0
244,1384642066760744962,0,0,0
245,1360206414036238337,0,0,0
246,1359973462476017673,0,0,0
247,1465317103234437129,0,1,0
248,1375538689707741187,0,0,0
249,1242956932064980993,0,0,0
250,1307010230820188160,0,0,0
251,1458719488866672641,0,1,0
252,1389852231227293697,0,0,0
253,1298276854915313664,0,0,0
254,1240976145325215744,0,0,0
255,1280602180077203462,0,0,0
256,1240350507912364032,0,0,0
257,1434113783157436421,0,0,0
258,1361592629172002817,0,0,0
259,1228995913592557569,0,1,1
260,1260948961147396096,0,0,1
261,1242451100621590528,0,0,0
262,1463865526208376834,0,0,0
263,1237168564555087873,0,0,0
264,1303735597220204545,0,0,0
265,1352891744698957824,0,0,0
266,1340609358602887169,0,1,1
267,1356349313681649664,0,0,0
268,1248313479158693888,0,0,0
269,1326183854823104515,0,0,0
270,1232515106627563525,1,0,1
271,1312028244791656451,0,0,0
272,1319287593997983752,0,0,0
273,1253703250714472451,0,1,0
274,1246633730552336395,0,0,0
275,1362369059002740736,0,0,0
276,1427594942193586185,0,0,0
277,1316695557264506880,0,0,0
278,1471051830683705349,0,0,0
279,1265595493385736194,0,0,0
280,1238928042237603843,0,0,1
281,1341831446797963266,0,0,0
282,1235702979753324544,0,0,0
283,1263526552140238855,0,0,0
284,1437807594320637960,0,0,0
285,1391916861089009666,0,0,0
286,1288674619776479232,0,0,0
287,1346748810693902337,0,0,0
