,tweeter_id,label_Zahra,label_Hanna,label_Maj
100,1088864353372200960,0,0,0.0
101,1134666269058248704,0,0,0.0
102,1199008680378880001,0,0,0.0
103,1159347656864358402,0,0,0.0
104,509693719894061056,0,1,1.0
105,1054701524700594176,1,1,0.0
106,1093189363175968769,0,1,0.0
107,1116662256631255040,1,0,0.0
108,1204054939825246210,1,0,1.0
109,1090608616380477440,0,0,0.0
110,1177726897008103425,0,0,0.0
111,1177280178030030848,0,0,0.0
112,1178043802507870209,0,0,0.0
113,1179274594743717896,0,0,0.0
114,1140844830333034496,0,0,0.0
115,1196487197777702917,0,0,0.0
116,1181501752744534017,0,0,0.0
117,1198915523565801472,0,0,0.0
118,1115283670565367810,0,0,0.0
119,1101784437644091397,0,0,0.0
120,1171811453449510912,0,0,0.0
121,1167891842437804033,0,0,0.0
122,1200337989571883009,0,0,0.0
123,1196528922466361345,0,0,0.0
124,1048896081235521537,0,0,0.0
125,1145996530161258497,0,0,0.0
126,1062743022184644609,0,0,0.0
127,1103731792601907201,0,1,0.0
128,1196662789772693505,0,0,0.0
129,1177139025553035264,0,0,0.0
130,1195892328495489024,0,0,0.0
131,1177592477911519232,0,0,0.0
132,1124658725606838272,1,0,0.0
133,1103672921040531456,0,1,0.0
134,1126127934996197377,0,0,0.0
135,1116038636787650561,1,0,0.0
136,1115686245965996032,0,0,0.0
137,1189947132272422912,0,0,0.0
138,1114607979746275329,0,0,0.0
139,1181227456570839047,1,1,0.0
140,1196855054193561600,0,0,0.0
141,1129730332650102786,0,0,0.0
142,1171059764886941697,1,0,1.0
143,1192264138719805440,0,0,0.0
144,1024916273111740417,0,0,0.0
145,1130357164281929728,0,0,0.0
146,1208052289732255744,0,0,0.0
147,991676240779268096,0,0,0.0
148,1141645721285857283,1,0,0.0
149,1082751341930471425,1,0,0.0
150,1128351640661233664,0,0,0.0
151,1165009563495489536,0,0,0.0
152,1116212374720004096,0,0,0.0
153,1152039548500742144,0,0,0.0
154,1108952927513665542,1,0,0.0
155,1196484890696376320,0,0,0.0
156,1194895384688185344,1,0,0.0
157,1187541575250956289,0,0,0.0
158,1133561109305274371,0,0,0.0
159,1188911607776198658,0,0,0.0
160,1167810460084822016,0,0,0.0
161,1091005377980874752,1,0,1.0
162,1200097608691257345,0,0,0.0
163,1197516500401344513,1,0,0.0
164,1108012919478988800,1,1,0.0
165,1099017375305945092,0,1,1.0
166,1116170952218251266,0,0,0.0
167,1143651374548365313,0,0,0.0
168,1188768472966283264,0,0,0.0
169,1082351804036378626,1,0,0.0
170,1201875429864464385,1,0,0.0
171,1091197280743501824,0,0,0.0
172,1043775382242119680,0,0,0.0
173,1180063020011196416,0,0,0.0
174,858958890960072704,0,1,0.0
175,1169723728059498496,0,0,0.0
176,1099065894632861696,1,0,0.0
177,1160431851447734272,1,0,1.0
178,1177957692083757056,0,0,0.0
179,1085292516453351431,0,0,0.0
180,1010160718702931968,0,0,0.0
181,719191764368781312,0,1,0.0
182,1154478752669159424,0,0,0.0
183,1189005622127353856,0,0,0.0
184,1130424299653869568,0,0,0.0
185,1171057585178497024,0,0,0.0
186,1196770829532639233,0,0,0.0
187,1182256729976905728,0,0,0.0
188,1158755517210222592,0,0,0.0
189,1124123219005452288,0,0,0.0
190,1142428310024151041,0,0,0.0
191,1172439696678371328,1,1,0.0
192,1105648907835592704,0,0,0.0
193,1061188131561619456,0,0,0.0
194,1165385375390535681,0,0,0.0
195,1175582029691392000,0,0,0.0
196,1182498489856598017,0,1,0.0
197,1175349447238344704,0,0,0.0
198,1209529160613421058,0,0,0.0
199,1080489990935719938,1,0,0.0
200,1151961228127932416,0,0,0.0
201,1175465289816977408,0,0,0.0
202,1176068704972496896,0,0,0.0
203,1193806531151749120,0,0,0.0
204,1196372521622396928,0,0,0.0
205,1082106699207430144,0,0,0.0
206,1178950297177206784,1,0,0.0
207,1095965077386264576,1,0,0.0
208,1121864142632169473,1,1,0.0
209,1174658461185040386,0,0,0.0
210,1173839754598604804,0,1,0.0
211,1199636630832857088,0,0,0.0
212,1091758341007781891,0,0,0.0
213,1145785151319941120,0,0,0.0
214,1205226464171266048,0,0,0.0
215,1103297009988104193,0,0,0.0
216,1047037753521770498,0,0,0.0
217,1204382600133042177,0,0,0.0
218,1054702507757330433,1,1,0.0
219,1086314372769689601,0,0,0.0
220,187902591575928832,0,0,0.0
221,1083470502071545857,0,0,0.0
222,1175818730770710528,0,0,0.0
223,1119227679646076933,0,0,0.0
224,1201033921061883906,0,0,0.0
225,1123550129988849667,0,0,0.0
226,1174293583681249280,0,0,0.0
227,1092028973813518337,0,0,0.0
228,1195367360447864833,1,1,1.0
229,1094604264192778240,0,0,0.0
230,1199071363157385218,0,1,0.0
231,1092821600636940289,1,0,0.0
232,1085237090122715137,0,0,0.0
233,1078307012050485249,0,0,0.0
234,1182611776439017472,0,0,0.0
235,1210153386609385472,0,0,0.0
236,1182415642642673669,0,0,0.0
237,1179969684168466432,0,0,0.0
238,1159313783644463104,0,0,0.0
239,1161680135738875904,1,0,0.0
240,1202188769111236609,0,1,1.0
241,1202633006965329920,0,0,0.0
242,1205909104151138304,0,0,0.0
243,1211662010779361280,0,1,0.0
244,1149450402489700352,0,0,0.0
245,1185714759200583680,0,0,0.0
246,1110211614396071937,1,1,1.0
247,1103760811229614080,0,0,0.0
248,1180989153191682048,0,0,0.0
249,1092880918568726529,0,0,0.0
250,1148980442487545857,0,0,0.0
251,1147332400931856385,0,0,0.0
252,1207523813769932805,1,0,0.0
253,1087392389247967233,0,0,0.0
254,1193587895916990466,0,0,0.0
255,1139343883475857408,1,0,0.0
256,1118173708458364929,1,0,0.0
257,1114375695352905728,0,0,0.0
258,1096084205283536899,0,0,0.0
259,1080707849347653632,1,0,0.0
260,1101888557256450049,0,0,0.0
261,1115296809847537665,0,0,0.0
262,1116704758180356097,0,0,0.0
263,1143219764573196288,1,1,1.0
264,1196224821346086913,0,0,0.0
265,1114530414524358656,0,0,0.0
266,1162733153125117962,0,0,0.0
267,1096317126909087745,0,0,0.0
268,1110562393699033088,0,0,0.0
269,1194948041276633088,1,0,0.0
270,626359031909777409,0,0,0.0
271,1085505273471647745,0,1,1.0
272,1104166137728847872,0,0,0.0
273,1156193133920739328,1,1,0.0
274,1100158502444716035,0,0,0.0
275,1093974750131613697,0,0,0.0
276,1170647021591678976,0,0,0.0
277,1211534553388605441,0,0,0.0
278,1047090796107849729,0,0,0.0
279,1202884486679212033,0,0,0.0
280,1123831443485003776,0,0,0.0
281,1106293121942315008,0,0,0.0
282,1175031916229275649,1,0,0.0
283,1151132063338135552,0,0,0.0
284,1200420744301289473,0,0,0.0
285,1087369225776361472,0,1,0.0
286,1170768657452023810,0,0,0.0
287,1116339479369920514,1,1,1.0
288,1080787043045818368,1,1,1.0
289,1084855237788209153,1,0,0.0
290,1154035394570145793,1,0,0.0
291,1139440365021405184,0,0,0.0
292,1188195595565064194,0,0,0.0
293,1197010350345838592,0,0,0.0
294,1155661862081585152,0,0,0.0
295,1052241012821647362,0,0,1.0
296,1120685504792596481,0,0,0.0
297,1037720476519489538,0,1,0.0
298,1129023833590050816,1,0,0.0
299,1211209302444322816,0,0,0.0
300,1153347312980115457,0,0,0.0
301,1164600143716540416,0,0,0.0
302,1157150853507117056,0,0,0.0
303,1130854301654372352,0,0,0.0
304,1205699194649894912,0,0,0.0
305,1086231189629718529,0,0,0.0
306,1136979169441533953,0,0,0.0
307,1179850273822519302,0,0,0.0
308,1182637849503588352,0,0,0.0
309,1161759405119082496,0,0,0.0
310,996838082052751366,0,0,0.0
311,1186014261882916864,0,0,0.0
312,1208233898880073728,0,0,0.0
313,1097446124535889920,0,0,0.0
314,1141390568230195206,1,1,0.0
315,1179468742092361728,0,0,0.0
316,1196639303381606400,0,0,0.0
317,996662891674767360,1,1,0.0
318,1202250543860727809,1,0,0.0
319,1080480447858012161,0,0,0.0
320,1176759996694040576,0,0,0.0
321,1175461961825509377,0,0,0.0
322,1136698917830180864,1,0,0.0
323,1118472957297344513,0,0,0.0
324,1157244259189346305,0,0,0.0
325,1205439181691981824,0,0,0.0
326,1168079034485526528,0,0,0.0
327,1180085654186840065,0,0,0.0
328,1194260281741975552,1,0,0.0
329,1212109212471513091,0,0,0.0
330,1192364832923770886,0,0,0.0
331,1038681487753637889,0,0,0.0
332,1192893514813779968,0,0,0.0
333,1103374047117758466,0,0,0.0
334,1164919012972802048,1,1,0.0
335,1046312837453361153,0,1,1.0
336,1159781054154231810,0,0,0.0
337,1149301677830393858,0,1,1.0
338,1147227427728494592,1,0,0.0
339,1137478015443750912,0,0,0.0
340,1090603800757522433,0,0,0.0
341,1185335588670574592,0,0,0.0
342,1159889462555488256,1,1,0.0
343,1165379051151691776,0,0,0.0
344,1177213293557141505,0,0,0.0
345,1139566984948068352,0,0,0.0
346,1212101117200482305,0,0,0.0
347,1179675092542005248,0,0,0.0
348,1197122726210785280,1,0,0.0
349,959752369100738560,0,0,0.0
350,1090589496381530113,0,0,0.0
351,1156688550978568192,0,0,0.0
352,1125462424516276229,0,0,0.0
353,1100684059083268096,0,0,0.0
354,1123794987337101313,1,0,0.0
355,1171482526877007872,1,1,0.0
356,1189573305696706562,0,0,0.0
357,1138794328447258634,0,0,0.0
358,1148683642127835136,0,0,0.0
359,1052240799742742528,0,0,0.0
360,1187649513520939008,0,0,0.0
361,1201190690715246594,0,0,0.0
362,889450624441602048,0,1,1.0
363,1120712949545558017,0,0,0.0
364,988444640855707648,1,1,0.0
365,1035367811139289090,0,1,1.0
366,1183766671913345031,0,0,0.0
367,1129384096084271104,0,0,0.0
368,1116818462096150528,0,1,0.0
369,1187396141215895552,1,0,0.0
370,1204492959573524480,1,1,0.0
371,1181606698450128896,1,0,0.0
372,1193279701613047808,0,0,0.0
373,1092696395532754944,0,0,0.0
374,1158814999256686593,0,0,0.0
375,1191067495131561984,0,0,0.0
376,1080522133640544256,0,0,0.0
377,1186070035665768454,0,0,0.0
378,1155916799256485888,0,0,0.0
379,1089391132923043840,0,0,0.0
380,1163840962424127488,0,0,0.0
381,1196919410549612545,0,0,0.0
382,1171848786018209793,0,0,0.0
383,1163715359536369669,0,0,0.0
384,1138960229612306437,0,0,0.0
385,1164078454448578560,0,0,0.0
386,1152917885351804928,0,0,0.0
387,1018808500728852481,0,0,0.0
388,1207714080385048576,0,0,0.0
389,1130402119469735936,0,0,0.0
390,1184897828625305600,0,0,0.0
391,1195429571476234242,0,0,0.0
392,1189998723524431872,0,0,0.0
393,1207234064522076160,0,0,0.0
394,1171432765046181891,0,0,0.0
395,1125475997976006656,0,0,0.0
396,1121911977394176000,0,0,1.0
397,1197891888419921920,0,0,0.0
398,1118887880938516480,0,1,0.0
399,1046395207594504193,1,0,0.0
400,1210541528814440449,0,0,0.0
401,1131393299720200193,0,0,0.0
402,1187586620104462337,0,0,0.0
403,1174225543509790723,0,0,0.0
404,1098289956584345600,1,0,0.0
405,1183909330128723968,0,0,0.0
406,1202547204700954624,1,1,1.0
407,1138814075440390145,0,1,0.0
408,1106127159922511872,0,0,0.0
409,1204433306214977537,0,0,0.0
410,1139579579406921728,0,0,0.0
411,1090687695507079170,0,0,0.0
412,1207680652851609600,0,0,0.0
413,1138104773859827713,0,0,0.0
414,1175400558787739648,0,0,0.0
415,1110589807925882880,0,0,0.0
416,1197512302829793281,0,0,0.0
417,1076869048535867394,0,0,0.0
418,993769332042797057,0,1,0.0
419,1063099309887909889,0,1,0.0
420,1184028006735601664,0,0,0.0
421,1171406774374674432,0,0,0.0
422,1153107468546912256,0,0,0.0
423,1177577129212547073,0,0,0.0
424,1095860506089439232,0,0,0.0
425,1121707874864918528,0,0,0.0
426,1172861216110338049,0,0,0.0
427,1112439791436644354,0,0,0.0
428,922583467430498309,0,0,0.0
429,1159538276404989952,0,0,0.0
430,1198454633854836738,0,0,1.0
431,1172693788478857218,0,0,0.0
432,1081885610673983488,0,0,0.0
433,1200558907455873024,0,0,0.0
434,1184500366177644546,0,0,0.0
435,1170653084705525762,0,0,0.0
436,1086344997807493120,0,0,0.0
437,1072935463957250055,0,0,0.0
438,1174130133537628162,0,0,0.0
439,1069205493346955265,0,0,0.0
440,1045035610485010432,1,0,0.0
441,1103652132178313216,0,0,0.0
442,1156597517183832065,0,0,0.0
443,1114564445760577536,0,0,0.0
444,1129059969972822016,0,0,0.0
445,1175484474353684484,0,0,0.0
446,1192264369305874432,0,0,0.0
447,1158659588247494657,0,0,0.0
448,1107731298003628032,0,0,0.0
449,1168837402762403841,0,1,0.0
450,1129419866291810304,0,0,0.0
451,1069277352767750147,0,0,0.0
452,1158377985688424448,0,0,0.0
453,1187417491221438464,0,0,0.0
454,1122916047701643264,1,1,0.0
455,1135489605786955776,0,0,0.0
456,1156942665172340736,0,0,0.0
457,1115752372268089344,0,1,0.0
458,1085988426216886275,0,0,0.0
459,1108674512932012032,0,0,0.0
460,1171052249042362368,0,0,0.0
461,1196433111615066112,0,0,0.0
462,1140733462040780800,0,0,0.0
463,1101920172800176128,0,0,0.0
464,1178241013724397568,0,0,0.0
465,1197035148354568192,0,0,0.0
466,1080910605731516416,0,0,0.0
467,1179583675739987968,0,0,0.0
468,942756559108665344,0,0,0.0
469,1113897226584121345,0,0,0.0
470,1140815711998283776,0,0,0.0
471,1159723954501804032,0,0,0.0
472,1205199482557812736,0,0,0.0
473,1081243630738833411,0,0,0.0
474,1164128782422355969,0,0,0.0
475,1186060964954693632,0,0,0.0
476,1129431407430909956,0,0,0.0
477,1210936487300272134,0,0,0.0
478,1196493506644258819,0,0,0.0
479,1202685376231542790,0,0,0.0
480,1162002407603224577,0,0,0.0
481,1107729482369171461,0,0,0.0
482,1149698234626953217,0,1,1.0
483,1112097297888935937,0,0,0.0
484,1206942527544270849,0,0,0.0
485,1196704551279169537,0,0,0.0
486,1188572252192702464,0,0,0.0
487,1088265283301789697,0,0,0.0
488,1149484332483895298,0,0,0.0
489,1149729300398002176,0,0,0.0
490,1137720780664451073,0,0,0.0
491,1111741035766599681,0,0,0.0
492,1172515050277335040,0,0,0.0
