,tweeter_id,label_Zahra,label_Hanna,label_Maj
104,1136724281306603521,0,0,0
105,1157616678819246080,0,0,0
106,1170680164986044418,0,0,0
107,1171809397208768518,0,1,0
108,1123734748873089024,0,0,0
109,1135946704241471488,0,0,0
110,1148939941478588417,1,1,0
111,1188079983845134336,0,0,0
112,1144610929083969536,0,0,0
113,1110277747832774656,0,0,0
114,1118678384819822594,0,0,0
115,1169179421678473216,0,1,1
116,1205274778145153025,0,0,0
117,1191068799564427264,1,0,1
118,1155132387149451265,1,0,0
119,1060074559993470978,0,1,0
120,1142530968663875589,0,0,0
121,1159231545175134208,1,0,0
122,1078070866913779713,1,1,0
123,1192015289485008896,0,0,0
124,1101565254331445248,0,0,0
125,1085588272330481664,1,0,0
126,1139103068149157888,0,0,0
127,1082696212577509376,0,0,0
128,1121673309928607745,0,1,1
129,931176475797131272,1,1,1
130,1137029346257002501,1,0,0
131,1206495292222140417,1,0,1
132,1189915015987503105,0,0,0
133,1186036852161204224,0,0,0
134,1095680617092694016,0,0,0
135,1111059658481913857,0,0,0
136,1118325357038448642,0,0,0
137,1027572573272465409,1,1,0
138,1083835771910524928,0,0,0
139,1131535722073272320,0,1,0
140,1138179777620271106,0,0,0
141,1174667578771476481,0,0,1
142,1197413775651098624,0,0,0
143,1121418193103409152,0,0,0
144,1102449676240994305,0,0,0
145,1166516608426229761,0,0,0
146,1131531152647368705,0,0,0
147,1174152322764742657,0,0,1
148,1083452649641574402,0,1,0
149,1166434572281663488,0,0,0
150,1184117596699942913,1,0,0
151,1120378690226012160,0,0,0
152,1103693160344158208,1,0,1
153,1126111848053583877,0,0,0
154,1124962201071124480,0,1,1
155,1141098390496747520,0,0,0
156,1088770348160614400,0,0,0
157,1091067091153633280,0,0,0
158,1125773908479635457,0,0,0
159,1148481067999014913,1,1,0
160,1187117226207469570,0,0,0
161,1139222677443547137,0,0,0
162,1139697932947431425,0,0,1
163,1200554046207250433,0,0,0
164,1139506169653989383,0,1,1
165,1161144397058064385,0,0,0
166,1177305012122324992,0,0,0
167,1143501477727604736,0,0,0
168,1209304269180026887,0,0,0
169,1156912074624126976,1,0,0
170,1142780675684048896,0,0,0
171,719799471228481536,0,0,0
172,1176866973990424576,1,0,0
173,1183045874898886656,0,0,0
174,1127625178656145408,0,0,0
175,1088756136420016129,0,0,0
176,1157167548539887616,1,0,0
177,1138612752757514241,0,0,0
178,1151207115253358597,0,0,0
179,1172739298208014336,0,0,0
180,1156163719484903429,0,0,0
181,1178379449382969344,0,0,0
182,1110111693475115011,0,0,0
183,973234828391911424,0,0,0
184,1143811117224906752,1,0,1
185,1115713571281952768,0,0,0
186,1095337854576672771,0,0,1
187,1196203809393061890,0,0,0
188,1151508650407501824,0,0,0
189,1131959542512869376,0,0,0
190,1087066869897412608,0,0,0
191,1110935006312984576,0,1,1
192,1131793506702258176,0,0,0
193,1202876095005167618,0,0,0
194,1135958580400726017,0,0,0
195,1184958755139653633,0,0,0
196,1122773417680306181,0,0,0
197,1132070021037985792,0,0,0
198,1085189961991610370,0,0,0
199,1136987445348786176,1,1,1
200,1122896496905662464,0,0,0
201,1123907502549159941,1,0,0
202,1133126883313311744,0,0,0
203,1162111748234547200,0,1,0
204,1203752131142004742,0,0,0
205,1161279892908052482,0,0,0
206,1180133656372895744,0,0,0
207,1085580928422952966,1,0,0
208,814110930917199872,0,0,0
209,999212522724057088,0,1,0
210,1171291959782252544,0,0,0
211,1159488960701198337,1,0,1
212,1107986835953737728,0,0,0
213,1092849935584804867,0,0,0
214,1161484599568076800,0,0,0
215,1117617624802840577,0,0,0
216,1170017349702955008,0,0,0
217,1184322883729924104,0,0,0
218,1138411701953617920,0,0,0
219,1164286122387791874,0,0,0
220,1072869035795050496,0,0,0
221,1102984776955367426,0,0,0
222,1171834121745776643,0,0,0
223,1126502011979984896,0,0,0
224,1193591304439189506,0,0,0
225,1080460286048505859,0,0,0
226,1080932258826006528,0,0,1
227,1185443348095655938,0,0,0
228,1137797510989275136,0,0,0
229,1146890132768923650,0,0,0
230,1192951134224310272,0,0,0
231,1168264248369090560,0,0,0
232,1009902343285035019,1,1,0
233,1193256148830425088,0,0,0
234,1184037946208468993,0,0,0
235,1202286988168171521,0,0,0
236,1111383741484531714,0,0,0
237,1138392979276738560,1,0,0
238,1201975194291585024,0,0,0
239,1196486192713338885,1,0,0
240,1085355512600903681,0,0,0
241,1143546249221685250,0,0,0
242,1108433767469862917,0,0,1
243,1203997397615075329,0,0,0
244,1109636051721773056,0,0,0
245,1197965794161971200,0,0,0
246,832288471272275972,0,0,0
247,1157244652451508225,0,0,0
248,1143907127423098880,0,0,0
249,1136455128532172801,0,0,0
250,978295619696476160,0,0,0
251,1102702890697850880,0,0,0
252,1145611390805299200,0,0,0
253,1176891639404666880,0,0,0
254,1055319761255587840,0,1,0
255,1108089538667311110,0,0,0
256,1179907858613329921,0,0,0
257,1082895327257116672,1,0,0
258,1139952050341416960,0,0,0
259,1091015275825299457,1,0,0
260,1138585217738911752,1,0,0
261,1161741023808126977,0,0,0
262,1199086785067986947,1,0,1
263,1124415454972301312,0,0,0
264,1197827500908404737,1,1,0
265,1187511219781033984,0,0,0
266,1118170195808411649,0,0,0
267,1203781721478586368,0,0,0
268,1076933001198690306,0,0,0
269,1025402295071240192,0,0,0
270,1055176012420526080,0,0,0
271,1129068186316541952,0,0,0
272,1175776515570708480,0,0,0
273,1135546169550094337,0,0,0
274,1130975748968157189,0,0,1
275,1130560070683512832,1,0,0
276,1205229005118615553,0,0,0
277,1201555435007950848,0,1,0
278,1164547612277649408,0,0,0
279,916309978000084997,0,0,0
280,1171409072593223681,0,0,0
281,1095753208973135872,0,0,0
282,1096110245313531904,0,0,0
283,1067371525802741760,0,0,0
284,1175754272744660994,0,0,0
285,1189647371971350529,0,0,0
286,1106150799292407808,1,0,0
287,1126516941169020930,0,0,0
288,1171852798163656705,1,0,0
289,1078060664017510402,0,0,0
290,1131394676173529089,0,0,0
291,1162120564674314243,0,0,0
292,1207646410272845824,0,0,0
293,1188483820292628480,0,0,0
294,1079119958162980865,0,0,0
295,1149751536815419393,0,0,0
296,1103294711891181570,0,1,0
297,1097886671671083008,1,0,1
298,1014740566704353280,0,0,0
299,1153349594169978881,0,0,0
300,1185363871164456960,0,0,0
301,1102925235513372672,0,0,0
302,1163783168987734017,1,0,0
303,1131366607962484737,0,0,0
304,1123183974954807296,0,1,0
305,1113140021127733248,0,0,0
306,1107715298927525888,0,0,0
307,1126249379432730625,0,0,0
308,1195430306280624128,0,0,0
309,1171019033895952390,0,0,0
310,1151905104020279297,0,0,0
311,1140992732053278721,0,0,0
312,1092577174786400256,0,0,0
313,1144781729993056256,0,0,0
314,1115250789327486977,0,0,0
315,1197212279655325696,0,0,0
316,1082617493972234240,0,1,0
317,1091698836840611840,0,0,0
318,1173690091388243969,0,0,0
319,1108892833296105473,0,0,0
320,1096052451122339840,0,0,0
321,1171757971606507520,0,0,0
322,1124989374456840192,0,0,0
323,1174895239670059008,0,0,0
324,1175148791088893952,1,0,0
325,1126643679836372992,0,0,0
326,1199018549886496769,0,0,0
327,1195418025752698880,1,0,0
328,1157011917837389825,0,0,0
329,1138758663181688832,0,1,0
330,1080096576754769920,0,0,0
331,1145890620352782336,0,0,0
332,1098251774803230720,1,0,0
333,1145808920415543297,0,0,0
334,1181284700939141120,0,0,0
335,1097349471250407425,0,0,0
336,1194292831617052672,0,0,0
337,1188072200617779200,0,0,0
338,1162439858800877569,0,0,0
339,1194040436613976066,0,0,0
340,1197152173282467840,0,0,0
341,557630553332396032,0,0,1
342,1148691997768769537,0,0,0
343,1115580060805681154,0,0,0
344,1157107777355034624,0,0,0
345,1094094440862568450,0,0,0
346,1052204157745139714,1,0,1
347,1161101344020803590,0,0,0
348,1151507242098839558,0,0,0
349,1137870455732396038,1,0,0
350,1078727283576168448,1,1,1
351,1112095092398006272,0,0,0
352,1114475045999513600,0,0,0
353,1006807407832551424,0,0,0
354,1190307703937216514,0,0,0
355,1145335709764657152,0,0,0
356,930090176470310914,0,0,0
357,1203047603044118529,0,0,0
358,1082880775110959104,0,0,0
359,913229000264306688,1,0,0
360,1091121616455643141,0,0,0
361,1046734368037834752,1,0,0
362,1082641211226230784,0,0,0
363,1096081369556500480,0,0,0
364,1201991993427030016,0,0,0
365,1117949356429250560,0,0,0
366,1191651434443481088,0,0,0
367,936226678237429761,1,1,1
368,1137687604789465088,0,0,0
369,1175905537059250176,0,0,0
370,1017070428345585671,0,0,0
371,1164288609215758337,1,0,0
372,1143564615982309376,0,0,0
373,1120787618675986432,0,0,0
374,1178867317306019841,0,0,0
375,1206682140940877825,1,0,0
376,1080687203968114688,0,0,0
377,1122842975707574272,1,1,1
378,1200043481273683969,0,0,0
379,1082545951603150849,0,0,0
380,1167107011013726209,0,0,0
381,1208963216350568450,0,0,0
382,1197131363125739521,0,0,0
383,1171414026754154496,0,0,0
384,1171414739374751745,0,0,0
385,1171414885756018689,0,0,0
386,968453980270612480,0,0,0
387,1176039998673641472,0,0,1
388,1106815366137892864,0,0,0
389,1083497724836827137,0,0,0
390,1148265749028454400,0,0,0
391,1209077336017997824,0,0,0
392,1121795068501692421,0,0,0
393,1133890562069868545,0,0,0
394,1173657218086002688,0,0,0
395,1092498225783889921,0,0,0
396,1155265409148321792,0,1,0
397,1177646299438604288,0,0,0
398,1121198993592193029,0,0,0
399,1115269345763000322,0,1,1
400,1197158365115355136,0,0,0
401,1032055760430268416,0,0,0
402,1192650742366117888,1,0,0
403,1088902122811342854,0,0,0
404,1165581370866982913,0,0,0
405,1069376364363558913,0,0,0
406,1084895596878749701,1,0,1
407,1194201605274587137,0,0,0
408,1105901103101739011,0,0,0
409,1149945934068871169,0,0,0
410,1166379097204953088,0,0,0
411,1210351952518881285,1,1,0
412,1169618203062013952,0,0,0
413,1179466903070347265,0,0,0
414,1169156975386664960,0,1,0
415,1159096751770492931,0,0,0
416,1187357580974329857,0,0,0
417,1185772893143068672,1,0,1
418,1118129440440094722,0,0,0
419,1152478070953205760,0,0,0
420,1097862367809949697,0,0,0
421,759669110938611712,0,1,0
422,996856059435274242,0,1,0
423,1092045427111854080,0,0,0
424,1166004792713515009,0,0,0
425,1189589678598557698,0,0,0
426,1102063586346700801,0,0,0
427,1188714578886029312,0,0,0
428,1014061849019604993,0,1,0
429,1206219723349708800,0,0,0
430,1011254099629748224,0,0,0
431,1125069350057259008,0,0,0
432,1060158382081011712,0,0,0
433,1198264074854793216,0,0,0
434,1161825299748859909,0,1,0
435,1186808239377264641,0,0,0
436,1201557134074208256,1,1,0
437,1148790498901069825,0,0,0
438,1149660943439167496,0,0,0
439,1114795267516248064,0,0,0
440,1104499455414411264,0,0,0
441,1154803045173211136,0,0,0
442,1162358697861033984,0,0,1
443,1045374297425039366,0,0,1
444,1204018149722656774,0,0,0
445,1105190418357071872,0,0,0
446,1149576587056054274,0,0,0
447,1154186369671057408,1,0,1
448,1176343617889128448,0,0,0
449,1146432642302259200,0,0,0
450,1134107229613723648,0,1,0
451,1196937541917794304,0,1,0
452,1202407016611876865,1,0,0
453,1172232427663552512,0,0,0
454,799750357710618624,0,1,0
455,1137204912700289024,0,0,0
456,1172060043090563072,1,1,0
457,1144869203477843968,0,0,0
458,1087262632657207297,0,0,0
459,1149764376523681792,0,0,0
460,1188590420143628288,0,0,0
461,1090279698557517824,0,0,0
462,1138464714848165890,0,0,0
463,1179082562091786241,0,0,0
464,1162304258101993474,0,0,0
465,1146271403546697729,0,0,0
466,1197221464128266246,0,0,0
467,1103469041627348997,0,0,0
468,1175067118309662725,0,0,0
469,1197864520154308608,0,0,0
470,1110680768844447744,0,0,0
471,1079236766551355392,0,0,0
472,1094687861796941824,0,0,0
473,1188166789445902338,0,0,0
474,1023629475626590208,0,0,0
475,1186649051099533312,0,0,0
476,1136724537909882880,0,0,0
477,1191400261996236801,0,0,0
478,1187173514740154368,0,0,0
479,1174465378862403584,0,0,1
